was_missed,expected_duration,actual_duration,technician_experience,asset_age,hour_of_day,month,time_to_start,tasks_per_technician_per_day,avg_duration_per_task_type,miss_rate_per_location,task_type_enc,asset_type_enc,location_enc,assigned_to_enc,priority_enc
False,109,-1.0,10,12,11,3,0.0,8,110.25152129817444,0.16771488469601678,3,2,1,3,2
False,69,-1.0,1,9,11,2,0.0,7,100.72881355932203,0.16771488469601678,2,1,1,3,1
False,107,118.0,1,11,11,3,-4.0,6,103.52264150943397,0.17870722433460076,1,0,4,2,1
False,166,170.0,3,11,11,3,23.0,11,103.52264150943397,0.16771488469601678,1,4,1,0,2
False,141,157.0,8,10,11,2,14.0,8,110.25152129817444,0.17523809523809525,3,4,2,1,0
False,156,180.0,2,15,11,3,7.0,11,110.25152129817444,0.16771488469601678,3,2,1,2,1
False,33,45.0,9,12,11,2,-15.0,8,103.75581395348837,0.16771488469601678,0,4,1,4,2
False,124,130.0,10,9,11,2,21.0,8,110.25152129817444,0.16977225672877846,3,2,3,1,1
False,33,40.0,1,5,11,2,21.0,16,100.72881355932203,0.16977225672877846,2,2,3,4,2
False,127,-1.0,2,9,11,2,2.0,14,110.25152129817444,0.16403162055335968,3,0,0,3,0
True,130,-1.0,7,2,11,3,17.0,10,100.72881355932203,0.17870722433460076,2,1,4,1,0
False,97,91.0,7,4,11,2,9.0,10,105.28260869565217,0.17523809523809525,4,0,2,3,1
False,160,161.0,10,3,11,3,2.0,6,100.72881355932203,0.17870722433460076,2,4,4,0,0
False,123,122.0,5,7,11,1,-3.0,8,105.28260869565217,0.17523809523809525,4,4,2,3,0
False,83,-1.0,8,8,11,3,0.0,6,103.52264150943397,0.16977225672877846,1,2,3,4,1
False,156,151.0,5,7,11,2,18.0,7,105.28260869565217,0.17870722433460076,4,2,4,3,0
False,47,76.0,6,3,11,2,23.0,17,103.75581395348837,0.17870722433460076,0,1,4,0,1
False,41,56.0,9,3,11,2,25.0,12,105.28260869565217,0.17870722433460076,4,1,4,2,2
False,102,101.0,9,3,11,1,-5.0,10,103.75581395348837,0.17870722433460076,0,0,4,2,1
False,58,87.0,4,10,11,2,-14.0,11,100.72881355932203,0.17523809523809525,2,3,2,2,2
False,172,212.0,7,3,11,2,1.0,10,103.75581395348837,0.16403162055335968,0,2,0,1,2
True,39,-1.0,7,12,11,3,28.0,11,103.52264150943397,0.16771488469601678,1,1,1,3,2
False,178,218.0,4,3,11,1,-4.0,9,103.75581395348837,0.16771488469601678,0,2,1,0,2
False,72,-1.0,2,9,11,2,-9.0,8,103.52264150943397,0.16403162055335968,1,3,0,0,0
True,144,-1.0,10,14,11,1,21.0,7,103.75581395348837,0.16771488469601678,0,0,1,0,2
False,161,199.0,5,2,11,1,0.0,3,103.52264150943397,0.17870722433460076,1,0,4,0,1
False,60,85.0,7,10,11,2,12.0,5,110.25152129817444,0.17870722433460076,3,0,4,0,0
False,82,88.0,9,10,11,2,8.0,12,105.28260869565217,0.17870722433460076,4,0,4,1,1
False,62,-1.0,4,13,11,3,4.0,11,100.72881355932203,0.16977225672877846,2,3,3,4,0
True,146,-1.0,2,7,11,2,23.0,12,105.28260869565217,0.16977225672877846,4,3,3,0,1
False,114,138.0,2,15,11,3,30.0,9,100.72881355932203,0.17523809523809525,2,2,2,1,0
False,78,111.0,4,6,11,2,-13.0,11,103.75581395348837,0.17870722433460076,0,2,4,4,1
False,132,163.0,1,4,11,2,16.0,16,105.28260869565217,0.17523809523809525,4,0,2,4,0
False,127,144.0,7,14,11,2,9.0,8,100.72881355932203,0.17870722433460076,2,1,4,1,2
False,87,94.0,5,1,11,2,6.0,10,110.25152129817444,0.17870722433460076,3,2,4,4,0
False,42,38.0,3,8,11,3,29.0,11,103.75581395348837,0.17870722433460076,0,4,4,2,0
False,40,79.0,9,3,11,2,-6.0,17,103.75581395348837,0.17523809523809525,0,0,2,0,1
False,146,152.0,6,13,11,2,28.0,8,103.75581395348837,0.16977225672877846,0,0,3,1,2
False,111,134.0,5,2,11,1,11.0,13,100.72881355932203,0.16977225672877846,2,4,3,0,1
False,56,89.0,9,13,11,2,30.0,8,103.52264150943397,0.16403162055335968,1,4,0,3,2
False,47,-1.0,2,6,11,2,0.0,10,105.28260869565217,0.16771488469601678,4,1,1,1,0
False,160,-1.0,4,2,11,2,-5.0,17,100.72881355932203,0.16977225672877846,2,4,3,0,0
False,59,85.0,9,14,11,2,-4.0,5,105.28260869565217,0.17523809523809525,4,3,2,2,0
False,137,-1.0,10,7,11,3,10.0,11,105.28260869565217,0.16977225672877846,4,3,3,0,1
False,166,172.0,3,3,11,2,17.0,11,100.72881355932203,0.16977225672877846,2,3,3,4,2
True,71,-1.0,7,8,11,1,-7.0,7,103.52264150943397,0.16771488469601678,1,2,1,0,2
False,109,115.0,1,9,11,1,-7.0,8,100.72881355932203,0.17870722433460076,2,4,4,0,1
True,93,-1.0,5,3,11,3,11.0,7,100.72881355932203,0.17870722433460076,2,3,4,0,2
False,69,104.0,3,5,11,2,-10.0,13,100.72881355932203,0.17870722433460076,2,2,4,2,1
False,148,-1.0,7,7,11,1,-7.0,5,103.52264150943397,0.16403162055335968,1,4,0,1,1
True,156,-1.0,10,13,11,2,-6.0,16,103.52264150943397,0.16977225672877846,1,2,3,2,1
False,94,98.0,5,4,11,3,12.0,10,110.25152129817444,0.16977225672877846,3,3,3,2,0
True,118,-1.0,2,12,11,1,15.0,9,103.75581395348837,0.17523809523809525,0,0,2,2,0
False,176,177.0,6,13,11,3,15.0,11,105.28260869565217,0.16977225672877846,4,1,3,3,2
False,51,-1.0,5,7,11,2,22.0,5,103.52264150943397,0.16771488469601678,1,1,1,0,1
True,152,-1.0,3,7,11,2,12.0,7,105.28260869565217,0.17523809523809525,4,1,2,4,2
False,170,168.0,5,3,11,2,3.0,14,100.72881355932203,0.16977225672877846,2,0,3,3,0
True,161,-1.0,1,9,11,3,-7.0,7,105.28260869565217,0.17523809523809525,4,1,2,3,0
False,124,135.0,8,9,11,2,-9.0,13,105.28260869565217,0.17523809523809525,4,3,2,2,2
False,135,158.0,9,13,11,3,18.0,6,105.28260869565217,0.17870722433460076,4,2,4,1,2
False,164,163.0,10,7,11,3,6.0,13,110.25152129817444,0.16403162055335968,3,3,0,3,2
False,116,-1.0,9,15,11,2,0.0,5,105.28260869565217,0.17523809523809525,4,1,2,3,1
False,45,75.0,8,1,11,2,13.0,16,103.75581395348837,0.17870722433460076,0,1,4,4,2
False,32,71.0,6,6,11,3,15.0,11,100.72881355932203,0.16403162055335968,2,2,0,2,0
False,60,59.0,4,8,11,3,11.0,13,100.72881355932203,0.17523809523809525,2,4,2,3,2
False,127,129.0,1,9,11,2,25.0,12,105.28260869565217,0.16771488469601678,4,1,1,0,1
False,151,-1.0,9,3,11,2,25.0,5,105.28260869565217,0.17870722433460076,4,2,4,0,2
False,173,194.0,6,13,11,2,13.0,9,103.75581395348837,0.17523809523809525,0,3,2,4,1
False,154,-1.0,1,4,11,3,0.0,9,105.28260869565217,0.16771488469601678,4,1,1,1,2
False,179,194.0,2,8,11,1,5.0,13,110.25152129817444,0.16403162055335968,3,1,0,0,0
False,54,75.0,7,8,11,1,9.0,9,100.72881355932203,0.16403162055335968,2,2,0,2,1
False,102,110.0,3,10,11,3,0.0,7,103.52264150943397,0.16771488469601678,1,0,1,1,1
False,171,-1.0,7,9,11,1,0.0,8,100.72881355932203,0.17870722433460076,2,3,4,4,0
False,40,-1.0,6,9,11,1,16.0,9,105.28260869565217,0.16771488469601678,4,3,1,3,2
False,162,-1.0,2,12,11,2,0.0,9,103.75581395348837,0.17523809523809525,0,4,2,1,1
False,162,152.0,1,10,11,1,-12.0,12,103.75581395348837,0.17870722433460076,0,3,4,3,0
False,171,-1.0,3,5,11,2,0.0,7,103.52264150943397,0.17870722433460076,1,2,4,4,2
False,101,141.0,6,10,11,3,19.0,13,103.52264150943397,0.16977225672877846,1,2,3,3,0
False,82,-1.0,7,10,11,2,0.0,7,103.75581395348837,0.16771488469601678,0,1,1,4,2
False,147,145.0,7,10,11,2,11.0,6,110.25152129817444,0.16977225672877846,3,2,3,3,2
False,111,-1.0,8,4,11,2,0.0,9,103.52264150943397,0.17523809523809525,1,3,2,2,1
False,140,132.0,6,13,11,2,-12.0,9,103.75581395348837,0.16977225672877846,0,4,3,1,1
False,69,-1.0,8,1,11,2,27.0,9,105.28260869565217,0.16403162055335968,4,0,0,3,1
False,130,163.0,3,5,11,2,14.0,6,100.72881355932203,0.16977225672877846,2,4,3,1,2
False,42,-1.0,1,3,11,2,0.0,9,110.25152129817444,0.17523809523809525,3,3,2,0,2
False,116,-1.0,3,8,11,1,0.0,7,103.52264150943397,0.17870722433460076,1,1,4,1,2
False,162,162.0,8,1,11,2,-3.0,8,110.25152129817444,0.16403162055335968,3,4,0,3,1
False,91,128.0,3,4,11,3,0.0,5,105.28260869565217,0.17523809523809525,4,3,2,0,1
False,122,-1.0,5,8,11,2,0.0,13,103.52264150943397,0.16977225672877846,1,0,3,3,2
False,107,138.0,8,15,11,2,-12.0,10,100.72881355932203,0.17523809523809525,2,3,2,0,1
False,111,113.0,6,12,11,3,-3.0,7,103.75581395348837,0.17870722433460076,0,0,4,0,2
False,77,-1.0,1,6,11,3,1.0,11,103.75581395348837,0.17870722433460076,0,2,4,1,2
False,96,94.0,2,7,11,2,9.0,12,110.25152129817444,0.17523809523809525,3,0,2,2,1
False,96,-1.0,7,2,11,3,0.0,8,110.25152129817444,0.17870722433460076,3,1,4,4,2
False,147,158.0,4,2,11,3,25.0,15,100.72881355932203,0.17870722433460076,2,0,4,2,2
True,110,-1.0,5,15,11,3,14.0,11,100.72881355932203,0.16403162055335968,2,1,0,2,1
False,38,28.0,3,9,11,3,1.0,11,105.28260869565217,0.16403162055335968,4,2,0,2,2
False,123,131.0,2,6,11,1,17.0,12,103.52264150943397,0.16771488469601678,1,3,1,2,2
False,106,-1.0,8,7,11,3,0.0,6,105.28260869565217,0.16977225672877846,4,1,3,0,1
False,112,113.0,1,11,11,1,10.0,10,103.52264150943397,0.16771488469601678,1,1,1,2,0
False,62,80.0,2,7,11,2,-1.0,12,100.72881355932203,0.16771488469601678,2,1,1,2,2
False,30,42.0,9,9,11,1,9.0,8,105.28260869565217,0.16977225672877846,4,1,3,3,0
False,118,-1.0,10,11,11,2,17.0,11,103.52264150943397,0.16977225672877846,1,0,3,4,1
False,81,100.0,5,11,11,2,-9.0,11,103.75581395348837,0.16977225672877846,0,3,3,3,2
False,136,172.0,1,9,11,3,-5.0,8,100.72881355932203,0.16771488469601678,2,4,1,4,1
False,127,125.0,5,13,11,2,14.0,10,105.28260869565217,0.17870722433460076,4,2,4,0,1
True,116,-1.0,8,6,11,3,4.0,7,100.72881355932203,0.17870722433460076,2,2,4,3,1
False,120,150.0,8,4,11,3,20.0,8,105.28260869565217,0.17523809523809525,4,2,2,4,0
True,78,-1.0,7,8,11,2,-1.0,7,105.28260869565217,0.16977225672877846,4,0,3,2,1
False,172,-1.0,5,9,11,2,0.0,12,105.28260869565217,0.16977225672877846,4,3,3,3,2
False,140,179.0,9,6,11,2,6.0,6,105.28260869565217,0.16771488469601678,4,2,1,4,0
False,82,97.0,8,8,11,2,29.0,9,110.25152129817444,0.16403162055335968,3,1,0,2,2
True,68,-1.0,1,14,11,2,-8.0,10,100.72881355932203,0.17523809523809525,2,1,2,0,0
False,144,169.0,6,3,11,2,10.0,11,103.52264150943397,0.17523809523809525,1,0,2,3,0
False,40,42.0,10,3,11,3,-12.0,4,103.75581395348837,0.16771488469601678,0,1,1,2,2
False,142,-1.0,2,3,11,2,0.0,8,103.75581395348837,0.17523809523809525,0,0,2,4,0
False,39,-1.0,3,12,11,2,18.0,7,105.28260869565217,0.17870722433460076,4,4,4,0,2
False,125,136.0,3,12,11,2,24.0,8,110.25152129817444,0.16771488469601678,3,3,1,3,1
False,144,181.0,5,5,11,1,20.0,8,100.72881355932203,0.17870722433460076,2,4,4,0,2
False,73,-1.0,10,14,11,3,-15.0,12,110.25152129817444,0.16403162055335968,3,3,0,3,2
False,84,74.0,2,5,11,2,25.0,6,103.52264150943397,0.16771488469601678,1,0,1,3,0
False,42,-1.0,8,15,11,3,0.0,10,100.72881355932203,0.17523809523809525,2,0,2,1,2
False,115,141.0,2,13,11,1,-6.0,7,103.75581395348837,0.16771488469601678,0,4,1,3,1
False,43,34.0,9,1,11,1,-14.0,9,103.75581395348837,0.16403162055335968,0,3,0,0,2
True,39,-1.0,10,5,11,3,9.0,5,100.72881355932203,0.16977225672877846,2,0,3,2,1
True,111,-1.0,5,14,11,2,26.0,8,110.25152129817444,0.16403162055335968,3,0,0,4,1
False,123,-1.0,3,14,11,2,0.0,7,110.25152129817444,0.16977225672877846,3,3,3,4,0
False,168,-1.0,1,1,11,3,0.0,6,100.72881355932203,0.16977225672877846,2,3,3,4,1
False,66,75.0,5,9,11,3,-4.0,9,103.52264150943397,0.16977225672877846,1,1,3,3,0
False,73,-1.0,8,5,11,3,0.0,15,103.75581395348837,0.16403162055335968,0,3,0,2,0
False,119,145.0,8,3,11,2,-4.0,5,105.28260869565217,0.16403162055335968,4,1,0,0,1
False,110,145.0,9,3,11,1,-1.0,6,103.52264150943397,0.16771488469601678,1,0,1,1,2
False,180,-1.0,6,14,11,3,0.0,11,100.72881355932203,0.16771488469601678,2,0,1,1,0
False,129,148.0,9,10,11,2,21.0,8,105.28260869565217,0.16771488469601678,4,2,1,3,0
False,92,90.0,6,10,11,3,23.0,8,100.72881355932203,0.17870722433460076,2,1,4,0,0
True,87,-1.0,4,1,11,2,22.0,9,110.25152129817444,0.16771488469601678,3,3,1,4,2
False,34,57.0,9,13,11,3,0.0,17,103.75581395348837,0.16771488469601678,0,2,1,3,0
False,61,92.0,10,10,11,2,-3.0,6,110.25152129817444,0.16771488469601678,3,0,1,1,0
False,155,184.0,3,14,11,3,-3.0,10,100.72881355932203,0.16977225672877846,2,1,3,1,1
False,146,167.0,4,4,11,3,1.0,7,110.25152129817444,0.17523809523809525,3,4,2,3,0
False,109,130.0,7,13,11,3,29.0,8,103.75581395348837,0.16403162055335968,0,4,0,3,1
False,64,-1.0,1,11,11,2,0.0,10,100.72881355932203,0.16403162055335968,2,3,0,1,2
False,180,185.0,5,4,11,2,14.0,5,110.25152129817444,0.16403162055335968,3,1,0,1,1
False,142,159.0,8,6,11,3,25.0,5,110.25152129817444,0.16403162055335968,3,0,0,2,0
False,50,40.0,8,2,11,2,-9.0,12,103.52264150943397,0.17870722433460076,1,1,4,2,0
False,139,175.0,7,4,11,3,28.0,11,110.25152129817444,0.17870722433460076,3,1,4,3,0
False,140,-1.0,3,6,11,3,0.0,7,103.52264150943397,0.16977225672877846,1,0,3,4,1
False,31,66.0,9,12,11,2,-10.0,6,100.72881355932203,0.16771488469601678,2,2,1,1,2
False,175,215.0,5,6,11,2,15.0,8,103.75581395348837,0.16977225672877846,0,1,3,4,2
False,155,166.0,9,8,11,2,18.0,12,103.52264150943397,0.17523809523809525,1,0,2,1,0
False,130,160.0,7,12,11,2,14.0,10,110.25152129817444,0.16771488469601678,3,2,1,3,0
False,44,39.0,10,4,11,3,6.0,9,105.28260869565217,0.16771488469601678,4,1,1,1,2
True,70,-1.0,6,2,11,2,10.0,7,103.52264150943397,0.16977225672877846,1,1,3,4,1
False,166,-1.0,4,1,11,1,8.0,12,103.75581395348837,0.16403162055335968,0,3,0,2,0
False,100,108.0,7,9,11,3,30.0,13,105.28260869565217,0.16771488469601678,4,4,1,3,1
False,165,197.0,2,10,11,2,-5.0,12,103.75581395348837,0.16403162055335968,0,2,0,1,1
False,179,211.0,3,9,11,2,-8.0,9,103.52264150943397,0.16977225672877846,1,3,3,2,0
False,37,34.0,5,10,11,2,29.0,7,105.28260869565217,0.16403162055335968,4,3,0,2,1
False,135,153.0,8,9,11,2,12.0,10,103.75581395348837,0.17870722433460076,0,0,4,0,0
True,173,-1.0,10,8,11,1,22.0,8,110.25152129817444,0.16977225672877846,3,2,3,0,1
False,111,121.0,3,1,11,3,2.0,14,110.25152129817444,0.16403162055335968,3,1,0,2,0
False,69,-1.0,1,13,11,3,27.0,10,103.52264150943397,0.16977225672877846,1,2,3,2,1
False,81,74.0,9,12,11,2,18.0,11,103.52264150943397,0.16771488469601678,1,1,1,4,0
False,152,145.0,5,2,11,3,5.0,7,103.52264150943397,0.16977225672877846,1,0,3,0,2
False,101,137.0,5,6,11,1,-12.0,9,110.25152129817444,0.17523809523809525,3,0,2,0,1
False,124,-1.0,2,6,11,2,20.0,11,103.52264150943397,0.17870722433460076,1,2,4,4,1
False,167,184.0,4,3,11,2,30.0,16,103.52264150943397,0.17870722433460076,1,4,4,1,2
False,41,46.0,2,10,11,3,14.0,10,105.28260869565217,0.16403162055335968,4,3,0,4,1
False,156,193.0,1,15,11,2,-15.0,8,110.25152129817444,0.17870722433460076,3,4,4,2,1
False,148,156.0,2,9,11,1,-5.0,7,105.28260869565217,0.17870722433460076,4,0,4,2,0
False,31,34.0,10,10,11,2,20.0,16,100.72881355932203,0.17523809523809525,2,0,2,4,0
False,143,154.0,9,15,11,2,-6.0,8,103.75581395348837,0.16977225672877846,0,3,3,3,2
False,99,-1.0,7,13,11,3,18.0,10,105.28260869565217,0.17523809523809525,4,4,2,2,1
False,100,-1.0,8,4,11,1,0.0,8,110.25152129817444,0.16771488469601678,3,1,1,3,1
False,148,186.0,3,12,11,2,-8.0,13,100.72881355932203,0.17870722433460076,2,4,4,3,1
True,78,-1.0,4,7,11,2,14.0,8,103.52264150943397,0.17523809523809525,1,3,2,4,1
False,112,-1.0,6,2,11,2,25.0,7,105.28260869565217,0.16771488469601678,4,4,1,4,2
True,155,-1.0,2,1,11,2,-14.0,8,103.75581395348837,0.17523809523809525,0,4,2,0,2
False,155,-1.0,2,5,11,2,0.0,4,105.28260869565217,0.17523809523809525,4,4,2,2,2
False,125,147.0,8,8,11,1,6.0,5,103.75581395348837,0.16977225672877846,0,0,3,2,1
False,33,41.0,10,14,11,2,19.0,5,103.75581395348837,0.16771488469601678,0,2,1,1,2
False,48,69.0,5,2,11,1,13.0,9,100.72881355932203,0.16771488469601678,2,0,1,0,2
False,140,133.0,7,13,11,3,30.0,11,103.52264150943397,0.16771488469601678,1,2,1,2,0
False,161,159.0,10,6,11,2,12.0,6,105.28260869565217,0.16977225672877846,4,0,3,4,0
False,31,46.0,4,15,11,3,25.0,11,103.52264150943397,0.16771488469601678,1,3,1,0,2
False,57,74.0,1,5,11,1,-5.0,11,103.52264150943397,0.17870722433460076,1,2,4,4,2
False,157,-1.0,5,3,11,2,0.0,9,105.28260869565217,0.17870722433460076,4,3,4,2,2
False,113,144.0,4,6,11,2,-7.0,8,103.75581395348837,0.16403162055335968,0,3,0,3,2
False,50,69.0,1,14,11,3,-5.0,15,103.75581395348837,0.16403162055335968,0,2,0,2,2
False,162,199.0,4,13,11,2,-5.0,10,100.72881355932203,0.17523809523809525,2,1,2,3,1
False,110,110.0,10,7,11,2,6.0,9,110.25152129817444,0.16977225672877846,3,0,3,0,1
False,56,85.0,9,3,11,3,22.0,14,105.28260869565217,0.17523809523809525,4,1,2,2,1
False,134,167.0,5,8,11,2,-11.0,5,103.75581395348837,0.16403162055335968,0,2,0,2,0
False,115,130.0,1,14,11,3,12.0,11,105.28260869565217,0.17523809523809525,4,1,2,4,1
False,103,-1.0,4,7,11,2,0.0,10,100.72881355932203,0.16771488469601678,2,2,1,1,2
False,32,22.0,10,7,11,3,5.0,11,105.28260869565217,0.16403162055335968,4,4,0,2,0
True,147,-1.0,10,14,11,3,12.0,12,103.52264150943397,0.16403162055335968,1,1,0,1,1
False,162,160.0,2,14,11,2,22.0,10,103.75581395348837,0.16771488469601678,0,4,1,3,0
False,139,148.0,1,4,11,2,9.0,8,110.25152129817444,0.17870722433460076,3,2,4,3,2
False,91,-1.0,10,11,11,1,0.0,10,105.28260869565217,0.16977225672877846,4,4,3,4,1
False,31,24.0,1,5,11,3,-4.0,9,100.72881355932203,0.16403162055335968,2,4,0,4,1
False,107,124.0,3,8,11,2,6.0,6,110.25152129817444,0.16771488469601678,3,0,1,3,1
False,170,196.0,7,7,11,1,7.0,5,103.75581395348837,0.16403162055335968,0,1,0,3,2
False,73,93.0,1,3,11,2,-2.0,6,103.75581395348837,0.16403162055335968,0,1,0,1,1
False,39,38.0,10,8,11,3,-12.0,5,105.28260869565217,0.16771488469601678,4,4,1,2,0
False,123,144.0,9,1,11,3,23.0,8,103.75581395348837,0.17523809523809525,0,0,2,0,1
False,125,-1.0,6,10,11,2,-15.0,9,110.25152129817444,0.17523809523809525,3,0,2,3,2
False,50,46.0,5,10,11,2,4.0,9,110.25152129817444,0.16771488469601678,3,4,1,2,0
False,93,108.0,3,13,11,1,23.0,6,103.75581395348837,0.17870722433460076,0,4,4,1,2
True,178,-1.0,6,4,11,3,-10.0,11,110.25152129817444,0.16977225672877846,3,1,3,1,0
True,118,-1.0,3,14,11,1,2.0,9,103.75581395348837,0.16977225672877846,0,0,3,4,2
False,164,-1.0,6,12,11,3,0.0,7,103.75581395348837,0.16977225672877846,0,2,3,3,1
False,77,72.0,7,14,11,3,9.0,10,100.72881355932203,0.17523809523809525,2,2,2,1,2
False,91,86.0,6,15,11,3,27.0,13,110.25152129817444,0.16771488469601678,3,2,1,3,0
False,175,186.0,7,15,11,1,27.0,10,103.52264150943397,0.17870722433460076,1,2,4,2,1
True,154,-1.0,7,14,11,2,14.0,5,100.72881355932203,0.16977225672877846,2,1,3,0,2
False,170,204.0,3,4,11,3,-4.0,8,103.75581395348837,0.17870722433460076,0,3,4,0,2
True,60,-1.0,8,8,11,3,-4.0,8,103.52264150943397,0.16771488469601678,1,1,1,0,2
False,48,63.0,8,9,11,2,12.0,8,105.28260869565217,0.16977225672877846,4,4,3,3,2
True,158,-1.0,2,8,11,2,24.0,11,105.28260869565217,0.17870722433460076,4,2,4,0,1
False,164,202.0,2,7,11,3,27.0,11,100.72881355932203,0.16771488469601678,2,0,1,0,1
False,122,-1.0,4,6,11,2,-10.0,7,105.28260869565217,0.16771488469601678,4,3,1,3,2
False,122,134.0,10,14,11,2,-2.0,7,103.75581395348837,0.16771488469601678,0,0,1,2,2
True,84,-1.0,3,3,11,2,23.0,13,110.25152129817444,0.16977225672877846,3,0,3,1,0
False,133,172.0,5,1,11,2,-1.0,16,110.25152129817444,0.17870722433460076,3,4,4,1,1
False,41,61.0,7,14,11,2,13.0,11,110.25152129817444,0.16403162055335968,3,3,0,4,2
True,89,-1.0,1,10,11,2,-9.0,10,103.75581395348837,0.16977225672877846,0,1,3,3,0
False,38,63.0,2,8,11,3,9.0,8,103.52264150943397,0.16977225672877846,1,4,3,2,0
False,160,173.0,2,8,11,2,25.0,12,100.72881355932203,0.17523809523809525,2,3,2,3,2
False,138,-1.0,9,10,11,3,0.0,6,103.52264150943397,0.16403162055335968,1,1,0,4,2
True,180,-1.0,7,12,11,2,-11.0,8,103.52264150943397,0.16977225672877846,1,1,3,4,0
False,137,130.0,1,11,11,2,14.0,8,110.25152129817444,0.16771488469601678,3,1,1,4,0
